arg_id,argument,topic,stance,sents,sents_with_scores,gt-kps,gt-cand-kps,aspects
arg_14_214,the torture in guantanamo bay are inhumane and awful. these people should be facing a judge and jury for their crimes. if you want info out of them give them less prison time. torture is not the answer.,We should close Guantanamo Bay detention camp,1,"['the torture in guantanamo bay are inhumane and awful.', 'these people should be facing a judge and jury for their crimes.', 'if you want info out of them give them less prison time.', 'torture is not the answer.']","[('the torture in guantanamo bay are inhumane and awful.', 0.9116213321685791), ('these people should be facing a judge and jury for their crimes.', 0.801939070224762), ('if you want info out of them give them less prison time.', 0.4835319519042969), ('torture is not the answer.', 0.7300702929496765)]",['unjust treatment/tactics are used in the Guantanamo bay detention camp'],['the torture in guantanamo bay are inhumane and awful.'],"['awful', 'judge', 'inhumane', 'torture', 'prison time', 'less', 'crimes']"
arg_14_215,The USA should be above holding political prisoners.,We should close Guantanamo Bay detention camp,1,['The USA should be above holding political prisoners.'],"[('The USA should be above holding political prisoners.', 0.5310618877410889)]",['The Guantanamo bay detention camp harms the US image/reputation/institutions'],['The USA should be above holding political prisoners.'],"['political prisoners', 'holding']"
arg_14_216,the use of guantanamo bay makes the united states look bad and we should close it down.,We should close Guantanamo Bay detention camp,1,['the use of guantanamo bay makes the united states look bad and we should close it down.'],"[('the use of guantanamo bay makes the united states look bad and we should close it down.', 0.7430589199066162)]",['The Guantanamo bay detention camp harms the US image/reputation/institutions'],['the use of guantanamo bay makes the united states look bad and we should close it down.'],['united states look bad']
arg_14_217,there have been abuses of prisoners in this camp. even enemies should not be treated this way.,We should close Guantanamo Bay detention camp,1,['even enemies should not be treated this way.'],"[('even enemies should not be treated this way.', 0.6601093411445618)]","['The Guantanamo bay detention camp personnel commit crimes against the prisoners', 'unjust treatment/tactics are used in the Guantanamo bay detention camp']","['even enemies should not be treated this way.', 'even enemies should not be treated this way.']","['enemies', 'abuses of prisoners']"
arg_14_218,there is no reason to have a prison in a foreign country. there is no reason to continue to place people in cuba some without even being charged. if this is needed have it in the us.,We should close Guantanamo Bay detention camp,1,['if this is needed have it in the us.'],"[('if this is needed have it in the us.', 0.37821024656295776)]",[],[],"['prison', 'charged', 'cuba']"
arg_14_219,"this camp is too expensive to maintain, especially with such few prisoners.",We should close Guantanamo Bay detention camp,1,"['this camp is too expensive to maintain, especially with such few prisoners.']","[('this camp is too expensive to maintain, especially with such few prisoners.', 0.8041920065879822)]",['The Guantanamo bay detention camp is expensive'],"['this camp is too expensive to maintain, especially with such few prisoners.']",['expensive']
arg_14_220,this is inhumane and should be stopped,We should close Guantanamo Bay detention camp,1,['this is inhumane and should be stopped'],"[('this is inhumane and should be stopped', 0.8085069060325623)]",[],[],['inhumane']
arg_14_221,too many people have been imprisoned on guantanamo bay unfairly as they were subsequently released without charge.,We should close Guantanamo Bay detention camp,1,['too many people have been imprisoned on guantanamo bay unfairly as they were subsequently released without charge.'],"[('too many people have been imprisoned on guantanamo bay unfairly as they were subsequently released without charge.', 0.9079393744468689)]",[],[],"['unfairly', 'imprisoned']"
arg_14_222,"torture, routinely used there, has never been reliable extracting information and the camp itself exists outside the judicial system and ensuring inmates never have a chance to prove their innocence if they are",We should close Guantanamo Bay detention camp,1,"['torture, routinely used there, has never been reliable extracting information and the camp itself exists outside the judicial system and ensuring inmates never have a chance to prove their innocence if they are']","[('torture, routinely used there, has never been reliable extracting information and the camp itself exists outside the judicial system and ensuring inmates never have a chance to prove their innocence if they are', 0.8738180994987488)]",[],[],"['innocence', 'reliable extracting information', 'system']"
arg_14_223,we must eliminate the detection field of guantanamo bay because there is no record and little information about what happens with the prisoners,We should close Guantanamo Bay detention camp,1,[],[],[],[],['detection field']
arg_14_224,we need to quit spending money on guantanamo bay detention camp as it is a very expensive prison to tax payers.,We should close Guantanamo Bay detention camp,1,[],[],['The Guantanamo bay detention camp is expensive'],[[]],"['expensive prison', 'tax payers', 'quit spending money']"
arg_14_225,we need to set an example for the rest of the world by ending this practice of torture and war criminality.,We should close Guantanamo Bay detention camp,1,[],[],[],[],"['war criminality', 'torture']"
arg_14_226,we should close gauntanamo bay detention camp because it is a costly way of holding just a few inmates.,We should close Guantanamo Bay detention camp,1,[],[],['The Guantanamo bay detention camp is expensive'],[[]],['costly way']
arg_14_227,we should close guantanamo bay because it has been nothing but a source of suspicion and accusations of prisoner abuse tainting the reputation of the us.,We should close Guantanamo Bay detention camp,1,[],[],[],[],"['suspicion', 'prisoner abuse', 'reputation']"
arg_14_228,we should close guantanamo bay because it's unfair to continue to hold human beings in prison without giving them a fair trial,We should close Guantanamo Bay detention camp,1,[],[],['Detainees have the right to trial in US courts'],[[]],"['human beings', 'unfair', 'fair']"
arg_14_229,We should close Guantanamo Bay detection camp as it is a known center of severe restrictive punishment and should not be allowed to continue in a civilized society.,We should close Guantanamo Bay detention camp,1,[],[],['unjust treatment/tactics are used in the Guantanamo bay detention camp'],[[]],"['society', 'severe restrictive punishment']"
arg_14_230,We should close Guantanamo Bay detection camp as there is no further need for this and the detainees should be sent back to be dealt with by their own countries.,We should close Guantanamo Bay detention camp,1,[],[],[],[],['detainees']
arg_14_231,we should close guantanamo bay detection camp because it has been reported that many prisoners have been tortured.,We should close Guantanamo Bay detention camp,1,[],[],['unjust treatment/tactics are used in the Guantanamo bay detention camp'],[[]],"['tortured', 'prisoners']"
arg_14_232,we should close guantanamo bay detection camp because it is costly for taxpayers to keep it open with only a small amount of criminals being held there,We should close Guantanamo Bay detention camp,1,[],[],['The Guantanamo bay detention camp is expensive'],[[]],"['costly for taxpayers', 'criminals']"
arg_14_233,we should close guantanamo bay detection camp because it is very expensive to run,We should close Guantanamo Bay detention camp,1,[],[],['The Guantanamo bay detention camp is expensive'],[[]],['expensive']
